,time [fs]
1180,3.3787955560184255e-14
1181,3.3864197585174e-14
1182,3.3940945260839085e-14
1183,3.401719008421881e-14
1184,3.409286883983891e-14
1185,3.416905188326956e-14
1186,3.424547330661583e-14
1187,3.432139769376184e-14
1188,3.4397468219030536e-14
1189,3.4474120725697286e-14
1190,3.4550574533776906e-14
1191,3.462675959799446e-14
1192,3.470345377551644e-14
1193,3.478038132071478e-14
1194,3.485694053918702e-14
1195,3.493372751374147e-14
1196,3.501104345596937e-14
1197,3.5088090084891753e-14
1198,3.516487143476774e-14
1199,3.5242167188457215e-14
1200,3.531971882496176e-14
1201,3.5397077575731176e-14
1202,3.5474846998853114e-14
1203,3.555308185272837e-14
1204,3.563089557709484e-14
1205,3.5708503450540044e-14
1206,3.578680140660342e-14
1207,3.586533598418208e-14
1208,3.594334534505624e-14
1209,3.602124279668603e-14
1210,3.60996889292931e-14
1211,3.617905674143516e-14
1212,3.62587788285977e-14
1213,3.633767646196013e-14
1214,3.641613576355998e-14
1215,3.6494997339515757e-14
1216,3.6573861120357614e-14
1217,3.665263921939606e-14
1218,3.673195838617646e-14
1219,3.6811452743003645e-14
1220,3.689037352882843e-14
1221,3.696930177796983e-14
1222,3.7048750590031286e-14
1223,3.7127978171573145e-14
1224,3.720691747680684e-14
1225,3.728642697664196e-14
1226,3.736623000560889e-14
1227,3.7445624547644033e-14
1228,3.75252036528696e-14
1229,3.7605263447591257e-14
1230,3.768489213227603e-14
1231,3.776418908970651e-14
1232,3.784421460964331e-14
1233,3.792460309698787e-14
1234,3.800445589805976e-14
1235,3.808441608507437e-14
1236,3.816503475949748e-14
1237,3.824542932413082e-14
1238,3.832536400574161e-14
1239,3.84057340469782e-14
1240,3.848639972833957e-14
1241,3.856666640658489e-14
1242,3.864701765882955e-14
1243,3.872791107204187e-14
1244,3.880870459162483e-14
1245,3.8889363706798e-14
1246,3.897066003380643e-14
1247,3.9052160960230017e-14
1248,3.913304238931984e-14
1249,3.921379562075354e-14
1250,3.929497950762461e-14
1251,3.93760645692488e-14
1252,3.9457046623126264e-14
1253,3.953844032179991e-14
1254,3.961967059547712e-14
1255,3.9700249405314174e-14
1256,3.978105661485487e-14
1257,3.986256619603216e-14
1258,3.9943926924655375e-14
1259,4.0024706618506274e-14
1260,4.0105024230845956e-14
1261,4.018499961403969e-14
1262,4.0265047467684465e-14
1263,4.034563827706247e-14
1264,4.042689626062394e-14
1265,4.0508670322059844e-14
1266,4.059044097251159e-14
1267,4.0671522513675427e-14
1268,4.075219333077089e-14
1269,4.0832866678948445e-14
1270,4.0914263894615884e-14
1271,4.099649840748077e-14
1272,4.107831182284907e-14
1273,4.1159830799599653e-14
1274,4.124163111103274e-14
1275,4.1322960171079594e-14
1276,4.140374263082641e-14
1277,4.148516397866125e-14
1278,4.1567570625503515e-14
1279,4.164946583777246e-14
1280,4.173036580400003e-14
1281,4.181163399666657e-14
1282,4.1893362995280894e-14
1283,4.197516467369865e-14
1284,4.205738777621259e-14
1285,4.213933170128821e-14
1286,4.222040560717364e-14
1287,4.230144810186681e-14
1288,4.2383346305454827e-14
1289,4.2466367798418553e-14
1290,4.254950332066896e-14
1291,4.263120670589357e-14
1292,4.271214321021871e-14
1293,4.279406171278263e-14
1294,4.287683188927032e-14
1295,4.295897027476948e-14
1296,4.3040355081818834e-14
1297,4.312213994498115e-14
1298,4.320412514117321e-14
1299,4.328566247976466e-14
1300,4.33673388466789e-14
1301,4.3449284201699575e-14
1302,4.35311851155733e-14
1303,4.361379351870949e-14
1304,4.369675374411178e-14
1305,4.3778599257360465e-14
1306,4.3859971172646754e-14
1307,4.39423129162429e-14
1308,4.402539453972228e-14
1309,4.410813861278365e-14
1310,4.4190336380208516e-14
1311,4.4272544791075774e-14
1312,4.435474160158884e-14
1313,4.443727924328966e-14
1314,4.4520763250338543e-14
1315,4.4603865341320315e-14
1316,4.468581035402839e-14
1317,4.476802957819093e-14
1318,4.485108780249269e-14
1319,4.4934593251731224e-14
1320,4.5018052118308604e-14
1321,4.5100818648636906e-14
1322,4.518390555540324e-14
1323,4.526806286316224e-14
1324,4.5351545904495365e-14
1325,4.543393809398051e-14
1326,4.5516941626675647e-14
1327,4.560082788279615e-14
1328,4.568480907038504e-14
1329,4.5768568680317686e-14
1330,4.585206246236297e-14
1331,4.593542916712199e-14
1332,4.601890636970767e-14
1333,4.6102646462943234e-14
1334,4.6186351494846795e-14
1335,4.626977057238108e-14
1336,4.635381343747635e-14
1337,4.6438995745908205e-14
1338,4.6523605896121857e-14
1339,4.660705584166727e-14
1340,4.6691189934103206e-14
1341,4.6775999278755504e-14
1342,4.68599826060218e-14
1343,4.694390501017283e-14
1344,4.70288594564722e-14
1345,4.711361518139279e-14
1346,4.719763288860599e-14
1347,4.7282354628502744e-14
1348,4.736769888832897e-14
1349,4.745228313978879e-14
1350,4.7536780688495234e-14
1351,4.7622265530066016e-14
1352,4.7707626977019684e-14
1353,4.77922792137863e-14
1354,4.787756330633005e-14
1355,4.7963487669817316e-14
1356,4.804873628173588e-14
1357,4.8133863392613805e-14
1358,4.8219916071119665e-14
1359,4.8305919055047434e-14
1360,4.8391263589686227e-14
1361,4.847715889684718e-14
1362,4.856368799100096e-14
1363,4.8649638808925773e-14
1364,4.873545098185244e-14
1365,4.8822107205257606e-14
1366,4.890877416275233e-14
1367,4.89948589007812e-14
1368,4.9081423631628444e-14
1369,4.91686010736604e-14
1370,4.925532213228634e-14
1371,4.93419129355817e-14
1372,4.942921253102079e-14
1373,4.9516603737158e-14
1374,4.9603693149961886e-14
1375,4.9690890481962034e-14
1376,4.977779170250846e-14
1377,4.986427878912217e-14
1378,4.9951099154564757e-14
1379,5.003830512507689e-14
1380,5.0125397973234926e-14
1381,5.021242277514805e-14
1382,5.029961042528461e-14
1383,5.038748585126582e-14
1384,5.0476330765833735e-14
1385,5.056472153599177e-14
1386,5.065199334685867e-14
1387,5.0739297641602915e-14
1388,5.0827018904871626e-14
1389,5.091465141947698e-14
1390,5.100265096766495e-14
1391,5.109168938940956e-14
1392,5.118058672434136e-14
1393,5.126838779972723e-14
1394,5.135627020753228e-14
1395,5.144486076978125e-14
1396,5.1533105693162073e-14
1397,5.162071729361459e-14
1398,5.170850573212695e-14
1399,5.179667322022242e-14
1400,5.188496452467846e-14
1401,5.197388709694333e-14
1402,5.206323682737194e-14
1403,5.215189952977109e-14
1404,5.224054771921009e-14
1405,5.2330359026022276e-14
1406,5.2420045266019994e-14
1407,5.250869455259037e-14
1408,5.259835968102996e-14
1409,5.2689160072570035e-14
1410,5.2778688223312846e-14
1411,5.2867829920925346e-14
1412,5.2958692626882705e-14
1413,5.3049684730007034e-14
1414,5.3139151564965756e-14
1415,5.322872174429774e-14
1416,5.3319455530645473e-14
1417,5.340991552496103e-14
1418,5.350019097818419e-14
1419,5.3591824135031986e-14
1420,5.368358238074292e-14
1421,5.377419373383304e-14
1422,5.386545946616227e-14
1423,5.395796156045657e-14
1424,5.40497583352545e-14
1425,5.414059871479378e-14
1426,5.423210657887874e-14
1427,5.432430393239034e-14
1428,5.44162326029116e-14
1429,5.450868402417921e-14
1430,5.460200233973213e-14
1431,5.4694800888851573e-14
1432,5.4786887886636925e-14
1433,5.487944832447058e-14
1434,5.497253531713994e-14
1435,5.5065625483146966e-14
1436,5.5159395482469946e-14
1437,5.5253658865411566e-14
1438,5.534730762899012e-14
